,United States,Mexico,Dominican Republic,United Arab Emirates,India,Lebanon,Spain,United Kingdom,Luxembourg,Russia,Malaysia,Canada,Germany,France,Bolivia,Japan,Argentina,Switzerland,Central African Republic,Israel,Italy,Saudi Arabia,Panama,Belgium,Austria,Egypt,Iraq,Yemen,Jordan,Congo,Mali,Tunisia,"Palestinian Territory, Occupied",Bahrain,Morocco,Qatar,"Iran, Islamic Republic of",Oman,Azerbaijan,Kuwait,Chad,Australia,Burkina Faso,Ukraine,Venezuela,Colombia,French Guiana,El Salvador,Turkey,Honduras,Vietnam,New Caledonia,Kyrgyzstan,Poland,Guatemala,Paraguay,Uruguay,Kazakhstan,Chile,Cuba,Cameroon,Puerto Rico,Algeria,Holy See (Vatican City State),Liechtenstein,Ecuador,Martinique,Peru,Costa Rica,Syrian Arab Republic,Cyprus,Belarus,"Moldova, Republic of",Senegal,Mauritania,Greece,Bulgaria,Tajikistan,Turkmenistan,China,Netherlands,Estonia,Georgia,Nicaragua,Réunion,Ivory Coast,Benin,Mauritius,Armenia,Monaco,San Marino,Slovakia,South Korea,Uzbekistan,Madagascar,Libya,Guadeloupe,Aruba,Latvia,Hong Kong,Guinea,Rwanda,Namibia,French Polynesia,Falkland Islands (Malvinas),Sweden,Lithuania,Sudan,Hungary,Togo,Western Sahara,Montenegro,Gabon
Iraq,0.1828376935813485,0.1962470975423788,0.2072140790146375,0.4654052266444547,0.19025347345414567,0.40545812155405203,0.1899502092864932,0.23130187232280564,0.20428313335776926,0.2393200709378025,0.18621532555960885,0.19658877557354737,0.20763162940592472,0.21304851810941816,0.17501251929100614,0.18781607948759338,0.1839512619389767,0.2009875311066316,0.1870789524766815,0.234707894137831,0.18799115163564473,0.539083748925399,0.19734252543370223,0.19418738124660717,0.19770296383599106,0.48483396262379763,1.0,0.6432923379998142,0.5923678584372556,0.18336503150459582,0.17638536360598744,0.44340696773230526,0.5731232473621977,0.2955922206857341,0.33230027680280005,0.45816461305238754,0.3283374586290597,0.42365234062404356,0.22903174441865204,0.5195635609949862,0.2120907059099545,0.2778966484831996,0.16828388442507192,0.21907032131217852,0.20260393555483147,0.18535071477984,0.178563125930156,0.19995496152678982,0.2751165524324999,0.1910969561227155,0.18037946736060873,0.19136603238970928,0.2145364317045091,0.18222895692504637,0.1798285833880171,0.1794293210643475,0.18752373315076332,0.1968388837275401,0.19155409734356177,0.19794010179068433,0.19131129643176015,0.1920106289616088,0.38553573646032435,0.1758286609881221,0.18839493708079547,0.19168658509126624,0.17506337453459164,0.18422977958148978,0.20145003433679975,0.5498647151339284,0.22442872150958815,0.2209183461030485,0.17134124645860715,0.19448600727961396,0.17412232196088873,0.20003020198560906,0.21421902006339832,0.16805996528387002,0.17476458294692276,0.18875775063760547,0.1674453888423022,0.1701886838713914,0.16831981844774635,0.17228330094773936,0.1716898565708872,0.17705968486603496,0.2109548199653123,0.18044395141138836,0.2066845707177074,0.17178254000607063,0.1674453888423022,0.1674453888423022,0.17329168797096883,0.17027709675973857,0.1674453888423023,0.25771166397488365,0.18806367975896543,0.1674453888423023,0.17637717690857158,0.1735752122061932,0.16899905251661673,0.1674453888423023,0.16889441743547418,0.1674453888423023,0.1674453888423022,0.1674453888423022,0.17038434248171974,0.2530853178735223,0.16845715350776935,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023
Yemen,0.18897817744980527,0.1992385454399639,0.20933514782538276,0.5201184890049239,0.19914897511532959,0.43792953667570833,0.19201533988761244,0.2404454298176929,0.20813156397157784,0.2424488007775526,0.19723784747127682,0.2013758108353877,0.21047213500784,0.21670912285571398,0.17438599782317277,0.19493352775659056,0.18598173340910595,0.2054494661946814,0.1868788008750608,0.2509507522165588,0.18863897247657935,0.5651839998030221,0.19663041622226352,0.19932874134054013,0.19770922147648584,0.48715628389048593,0.6432923379998142,1.0,0.6175803622292736,0.1849601088529157,0.17792299642486054,0.4512836105004113,0.6306769503871357,0.2812982984155483,0.32658153817583413,0.506826337359813,0.35619330834101415,0.480636615899236,0.218910832741678,0.5795377017008443,0.2141211929008563,0.29378351025273985,0.1674453888423023,0.21095414060231854,0.20511505078245862,0.18107638506912271,0.18194549782189262,0.20382533220539167,0.2821673368422858,0.19568887757056497,0.17995253773704212,0.19042438140577456,0.2085112331506891,0.18006739141722794,0.18559307515304524,0.1805139520822866,0.18867728827161623,0.19034831992174517,0.19032638538688917,0.19807276035774402,0.1941765274688667,0.1936650310557404,0.4119094311853979,0.18190870581242902,0.18540782575562176,0.19330553620912871,0.1760174018531343,0.1886739840733911,0.20557475746478504,0.5267331504586856,0.2334464189861083,0.215552865155905,0.1691019637247162,0.19670018570735415,0.17415769570813477,0.20462244732366686,0.2095779539745447,0.1674453888423023,0.17177789139929123,0.19011041965716668,0.1674453888423022,0.17374648986626762,0.1674453888423022,0.17376245883104335,0.16926220934435765,0.1781173953274212,0.2058802299832886,0.17727745486458746,0.21478518334074093,0.17303014536142924,0.1674453888423022,0.1674453888423022,0.1743585920020928,0.16876176335452941,0.1674453888423023,0.288997661566712,0.19250067767825685,0.16914134963786742,0.1755853611300764,0.17257758452179517,0.1688767522703547,0.176318953376839,0.16973080375779237,0.1674453888423023,0.1674453888423022,0.1681976415560561,0.1674453888423023,0.25292547620406625,0.1715333169101937,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023
Jordan,0.2039708600585569,0.21050507904264837,0.2243931762360003,0.514930741817383,0.21806881441317905,0.42526659098344144,0.1998351851700092,0.2579149505092949,0.21795079339590406,0.26865649754124465,0.21178649857979304,0.21887566742390963,0.22749934922303394,0.23495640287182717,0.17555292806654688,0.20548150178176072,0.1927771060420076,0.2206063472843487,0.20188606578411872,0.2829628598183961,0.20145330817273366,0.5580531333945711,0.20146964454584393,0.21222744389739256,0.21421720039163827,0.4343407377502715,0.5923678584372556,0.6175803622292736,1.0,0.1972632881804376,0.1749315696597218,0.438593475678667,0.6367042927861999,0.27814823325194704,0.36108230414789655,0.5101487594713183,0.3602112937589541,0.5308386404707074,0.23023705522969584,0.5595375786606184,0.2253811116459683,0.29386414474187383,0.1684212655818328,0.24140361330560411,0.214589941855428,0.1941520828976444,0.18635624278545926,0.21628542818164742,0.286488239996052,0.19559878854661472,0.18460002105215356,0.2000549604551325,0.2192043815630801,0.19412387107255125,0.1862089798061135,0.18050953892437427,0.19637811880855094,0.20370115515798104,0.2028866988662953,0.20385427060766736,0.20904509335532573,0.2051761378822322,0.4221156734639987,0.18914555226146557,0.1989370343061212,0.2013228635761214,0.19069908915193612,0.19561931015256717,0.21704589652284179,0.5700975790194043,0.23344385590787253,0.2272162477016525,0.16882998822317918,0.2057170363129922,0.18025070252331732,0.2142788975446196,0.21475499437419698,0.16979910067179627,0.17292481840828577,0.19419391610079162,0.16922492418954904,0.18659985653885647,0.1674453888423023,0.184674183725834,0.18363181604672818,0.17549481211656293,0.20956088860400157,0.18142131304147724,0.23308169740816287,0.17947569915945827,0.1682058404456327,0.16827741354331605,0.1786632261209532,0.17472321157117898,0.1683377912187326,0.23337995421786661,0.1923158562063274,0.1674453888423023,0.17923527037492915,0.176071000854232,0.17075181559164454,0.17021689798224027,0.17906489464143083,0.16844120081719827,0.1674453888423023,0.16840368621946944,0.1674453888423023,0.24779963318114973,0.17169303510678346,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023
Congo,0.33084339209784974,0.32444192748288836,0.3314100014135777,0.20153136291947693,0.2974902708848024,0.23715596748670464,0.2526895355289981,0.33112068585474985,0.357897129271898,0.3156910672337594,0.35363960625475477,0.34151955774960363,0.3210218572606689,0.38424960898008564,0.20402390032386586,0.31198992234294587,0.24343123628451346,0.35639074261969284,0.3857752878189925,0.374220628047898,0.2658545754771583,0.21240252191980857,0.29160012887667075,0.35370147372072525,0.2793759368077622,0.18704912008163288,0.18336503150459582,0.1849601088529157,0.1972632881804376,1.0,0.17758371613017776,0.19947157642272173,0.19074009361423272,0.1703194703715396,0.3111176513913191,0.20444220684322312,0.28687467646909726,0.2098454772854791,0.2515018584635027,0.19098141947268155,0.392195435612143,0.29854139414627245,0.17549724816075485,0.2705062112425408,0.30063608325282154,0.29293130695481573,0.3435613642213253,0.29374709235305796,0.2130984180362816,0.3085134451698318,0.24109905840495482,0.30446927456682216,0.1794206859399854,0.31838941640199436,0.28588909576948696,0.27498621649178356,0.3157829843075376,0.20949060975750422,0.3055384571223039,0.30042231918310114,0.38850524130432895,0.2949339847579536,0.256663505357812,0.3313631138512131,0.26418927632898614,0.2660609250082574,0.39219955860638733,0.30219820126245667,0.3081227537694935,0.17659324079059258,0.20892059484488312,0.2069664888208248,0.17094553928591205,0.2356496117551311,0.20762820072272503,0.1939887121333962,0.18119282536369075,0.1733505601816422,0.17113791625635622,0.23335391349149404,0.23873848409838216,0.17771785155126618,0.1674453888423022,0.25398522474614094,0.30761454010170686,0.2505843319212825,0.2264169245964368,0.29079796059107077,0.2763090959278627,0.22988981344928683,0.1674453888423022,0.20672340889621643,0.2799220905442892,0.2264702294759794,0.18294361663536707,0.18528209454213196,0.37180308390971506,0.22222868573985244,0.2034560774751678,0.26482610432243747,0.25147622917415413,0.2192448368017622,0.20859364843798167,0.1982919793629816,0.16957385172020445,0.1674453888423022,0.16949992421799398,0.1674453888423022,0.17085165478169695,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023
Mali,0.18851057785319558,0.22705768568698714,0.21121405973860063,0.17234740529647263,0.19568033515032468,0.18328481088217552,0.1858290719111063,0.19283868455462883,0.2085796155578883,0.20528221999167218,0.19341248781775777,0.18960559136806043,0.20326282073331936,0.2154207883420065,0.18458670209001815,0.18719414952213476,0.19404978810761975,0.2107025234610116,0.18422950184160247,0.18216780097117657,0.1846625303386097,0.17740941308982838,0.22899677702845167,0.21308912090547805,0.20430877878291742,0.17761096299008006,0.17638536360598744,0.17792299642486054,0.1749315696597218,0.17758371613017776,1.0,0.18928549208962342,0.17406756126438627,0.16936547802128754,0.21959388851399386,0.18982525712799125,0.17667957017035463,0.17343316825454302,0.17040681067624752,0.17420440333984377,0.1887438503352904,0.19121635790666958,0.1674453888423022,0.1825151684370543,0.21701698618466037,0.21833634768859544,0.1975945544730766,0.2121215348483163,0.16979750188290854,0.23238458013191277,0.18448882678453216,0.1712771213390435,0.17096840829774862,0.1915246531912883,0.22605622199625275,0.22316604395158968,0.20250162145958228,0.17961822946145534,0.22290515094070273,0.22764642172291694,0.17659837766939568,0.2123855912878302,0.19051553366787088,0.1780214963268607,0.1868914175855234,0.23506171535993925,0.1674453888423022,0.2245546657764359,0.2192743118907451,0.1799109944424967,0.16841833904482706,0.1804804955163929,0.1674453888423022,0.2603566878926564,0.1737832131723238,0.1674453888423022,0.17641348400561208,0.19446037805448724,0.1829980102271218,0.1797616245058794,0.1674453888423022,0.1725694193627605,0.1674453888423022,0.2059035826477782,0.1674453888423022,0.1674453888423022,0.24572304132027223,0.1674453888423022,0.18247423624411863,0.20212883400472936,0.17638194684760033,0.1674453888423022,0.17631521208834977,0.17283269029449488,0.21930068423696736,0.1788318355435885,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.17392723681579314,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.18928394434660067,0.21172729006487467,0.1674453888423022,0.1674453888423022,0.1674453888423022
Tunisia,0.20121694427535297,0.23929703020481674,0.24095105182738863,0.4089800835383235,0.21635379183657755,0.34247434934329923,0.20728854330007607,0.24671945384690563,0.24502333406840016,0.28039373306532,0.20855132398235376,0.22191926938887652,0.24055947916210907,0.2638440658092076,0.19719948914031604,0.20744956033114426,0.20911557976451234,0.2406194394234077,0.19475852788626435,0.2344241743480867,0.2178022604399793,0.43910634918497904,0.22723093927460258,0.2501672204929264,0.23191676857426868,0.4030508264835949,0.44340696773230526,0.4512836105004113,0.438593475678667,0.19947157642272173,0.18928549208962342,1.0,0.4829472310390305,0.26946799132441646,0.32708860388974204,0.42289767792562005,0.28793386156447387,0.36731250040466523,0.25323370767847597,0.4186691728937465,0.23438249166188896,0.2551114128210471,0.1700268473136689,0.24903201862425317,0.2387080032241321,0.22442782621457646,0.1925669454119454,0.23056650035169646,0.26612770742746883,0.23304502978534236,0.20704443677531004,0.22061304478834498,0.1912993786885231,0.2084935462449865,0.2181572788977716,0.21599581984449012,0.21371036501636131,0.21850582141696084,0.21808856812469568,0.22018652075911405,0.22035952012560422,0.22031635590830378,0.46540313058711535,0.20471373570971407,0.2155616899383883,0.23651271300953813,0.17766104007815076,0.2313868134999284,0.2477909833428671,0.41040302184748667,0.22801496616862804,0.2532422703805759,0.18544975884018255,0.25226966092483405,0.20653190322009696,0.21558149239473934,0.19968677843167393,0.1735581600848275,0.171008032347299,0.20923175743250666,0.18799452914291692,0.17566868819263315,0.1674453888423022,0.2190675635008965,0.19900107738297435,0.21968501486097092,0.22982990093089584,0.18371820642951808,0.23800927444805753,0.190281918315084,0.16933960498489387,0.17530690314993946,0.1915050450787379,0.19436292517442533,0.18861559460944533,0.41608168642909615,0.18515855219490895,0.1761485778432057,0.18255612460359438,0.17981046922290111,0.17219352259524368,0.17017635214035853,0.16958992091324698,0.17674075566477765,0.17087777967267592,0.1674453888423022,0.1732412487566629,0.2035554463774888,0.17069292879672304,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023
"Palestinian Territory, Occupied",0.19090035110399584,0.19985959578340917,0.21504888878216555,0.504987180344767,0.19753462051983972,0.4716701863364299,0.19542778277275163,0.24185070005652798,0.2160305042366769,0.2537907754619083,0.19884702415580424,0.20322284888405606,0.21849498444587034,0.22313285692398843,0.17576695256539043,0.19204756311371196,0.1895936067662073,0.21648694377849853,0.1898430733994203,0.26880113321786314,0.19404310541766612,0.5660995263804198,0.19951685505727623,0.20677540575909414,0.2071119613994623,0.4567793959085418,0.5731232473621977,0.6306769503871357,0.6367042927861999,0.19074009361423272,0.17406756126438627,0.4829472310390305,1.0,0.2719529065706914,0.3459255520678606,0.5147814502943557,0.3453795418942318,0.4781513254587991,0.22255691078471107,0.5671241338134515,0.21746046798592067,0.31090071844338896,0.16799530684452402,0.2253576617957419,0.2063833174337567,0.1830722607261065,0.18894438454088613,0.2031565745408943,0.29392136743725505,0.19426511046982708,0.18229855175067133,0.19595160031618897,0.20398318861362208,0.19050559734732964,0.18435487492138836,0.18075858436960834,0.188127727573289,0.2033356463672258,0.19404051521429444,0.19954080396796725,0.19787394693625593,0.1936158410425015,0.4436964327415429,0.18803118507408456,0.19568558306217898,0.19154917142849281,0.18849905218287366,0.18733453859376337,0.20317442995979773,0.5157915762902786,0.24474666271023848,0.22766094337098386,0.16952241399795964,0.20213913013861806,0.1783569531629856,0.21128475963577953,0.21344239095567896,0.16818827241647605,0.16840854789138682,0.19046843763673416,0.1674453888423022,0.1781356537915516,0.16931144837196022,0.17600166778223103,0.1752855869273815,0.1754911458463423,0.19968939903082517,0.17572394467486996,0.21981011673509343,0.17790310832672362,0.1674453888423022,0.16935221497435027,0.18162596812286913,0.18146310561399026,0.1674453888423023,0.3076847513767089,0.1953030757740346,0.1674453888423023,0.18411595426651062,0.1696341852823675,0.16822175818795349,0.17738891463363649,0.1702827145349397,0.1674453888423023,0.16790840181838762,0.1674453888423022,0.17611984962078697,0.23136580998093292,0.17122236608298524,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023
Bahrain,0.1761321156718969,0.18264901866759953,0.18418118465628985,0.3408515221092109,0.17999874013318407,0.2351291797317212,0.17992026610747514,0.1975295094813615,0.1849160058065632,0.1943629334899315,0.1776265355872666,0.18302708704952075,0.18530218386573194,0.18857420657263047,0.1702096227329809,0.17952144333779751,0.17724606590884529,0.183680658647284,0.17147257298429042,0.18977820752195007,0.1773953260404001,0.4490132263013352,0.18104830419851414,0.18159126423560934,0.1828127772671051,0.27747348402407845,0.2955922206857341,0.2812982984155483,0.27814823325194704,0.1703194703715396,0.16936547802128754,0.26946799132441646,0.2719529065706914,1.0,0.23261910836948552,0.328830216308457,0.22875017002600784,0.29339078367464244,0.20049100467219183,0.2920033642196994,0.18128078848797025,0.2058194316576969,0.1674453888423023,0.18670345646528563,0.1860360947485804,0.17412233487232642,0.17018462880018181,0.18262202678198036,0.2023896219543292,0.1796375691941785,0.1700666423502789,0.17551983690297468,0.18205648478971004,0.1717659114748138,0.17526540594783024,0.17285212434082164,0.17477838558190628,0.18030222357472692,0.17769231946683217,0.18190377152056547,0.1745442328675053,0.17845236463701186,0.2430020499324258,0.17227649522069932,0.17571975643016846,0.17928678011378363,0.16996411422337254,0.17751598048965433,0.18065626336263885,0.24985293865450975,0.18582253388790204,0.1839394475883166,0.1674453888423023,0.18037934881745332,0.1703942203655744,0.1750012159810419,0.1837733085919897,0.16843425537922907,0.16904222937551616,0.17693669752293406,0.16771136811465537,0.17054630919661584,0.16782696103603212,0.17138825515438028,0.1694337258549855,0.1680661988211819,0.17635139802777466,0.17052267968660229,0.18589223350309392,0.16864931810697636,0.1674453888423023,0.1674453888423023,0.16887452694240668,0.16794411449483782,0.1674453888423023,0.1946445268979683,0.17076410764374317,0.1674453888423023,0.17167094456271448,0.16797536068907293,0.1679113818939133,0.16772167239769398,0.1683508174719741,0.1674453888423023,0.1674453888423023,0.16780750821401336,0.1678040804338764,0.1723736585945178,0.16868235785159025,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023
Morocco,0.2856755914244612,0.3583398211602352,0.35180713394536,0.3304633296836166,0.31176664370103435,0.3313714533784965,0.27615684095505433,0.353923025190534,0.3397702377806956,0.35728248645452565,0.3309692580779262,0.31410109080738,0.330901680616968,0.4000089055141356,0.234378339185643,0.29198919182962924,0.2747129161394666,0.3470135689707886,0.3158340589813329,0.3637275622958035,0.2696563131710782,0.35934433236402563,0.3310766279876455,0.4009628629379157,0.299358878181181,0.3015061712705275,0.33230027680280005,0.32658153817583413,0.36108230414789655,0.3111176513913191,0.21959388851399386,0.32708860388974204,0.3459255520678606,0.23261910836948552,1.0,0.3372545074710789,0.32831320595700664,0.3441554549581559,0.28316155066769777,0.33615469239501383,0.307419277624998,0.3207024748608287,0.17865872034870256,0.2960998543562636,0.34399944557356854,0.33594442844663563,0.2740447689440658,0.318277257598515,0.2565320137957402,0.3341666671504734,0.2906067142104225,0.3093688717004923,0.18883490136034453,0.27265331222061295,0.34202501526393136,0.2646714652964215,0.3147385536018128,0.2324600036209289,0.33758294056540106,0.31995688245991505,0.31821605405871445,0.3153885928079354,0.39037801386249493,0.2885073564970444,0.2654032949508357,0.32646109312582106,0.24886921358648828,0.3472347045140073,0.3129973080423495,0.3207344601141021,0.2318592113030975,0.2359043619383474,0.18160319469668396,0.2890408596079985,0.20865553078135202,0.24524770095424298,0.2059333294028861,0.1940450316300163,0.18589869986916896,0.25530926317322866,0.2302625169072623,0.18282227916991922,0.17104820487830108,0.28720848200450344,0.2646895575642709,0.2041309451485216,0.27094372889237317,0.2652990425056371,0.29168287126125947,0.20843397032800404,0.17618568035959659,0.19218462864345254,0.2598058370565307,0.21960164209978628,0.20965648180466678,0.20317538434907034,0.30382106162378386,0.19136566132085187,0.20071561534382687,0.24125792970073623,0.2007360381634673,0.19286616499302478,0.18743905387674187,0.18658307647282069,0.173211257999353,0.1674453888423022,0.18111980540185624,0.1821739391274747,0.17598444726353846,0.17421088612295366,0.1674453888423022,0.1674453888423022,0.1674453888423022
Qatar,0.2667489855427778,0.24647057142785067,0.2543046358040326,0.5301587286133976,0.25815798555243996,0.404018434241197,0.2163046757386311,0.3037891719113611,0.2523304204650707,0.29588234235478594,0.2570417434936395,0.27661327268239555,0.25644605629113193,0.26583464820430736,0.18862368728401102,0.24643739712619006,0.20892713675259134,0.25742002613886483,0.22374963487144717,0.30081797210887273,0.21263897923405872,0.5457547691772123,0.22604201757096154,0.2375322013678669,0.2319276359891671,0.3987619160551128,0.45816461305238754,0.506826337359813,0.5101487594713183,0.20444220684322312,0.18982525712799125,0.42289767792562005,0.5147814502943557,0.328830216308457,0.3372545074710789,1.0,0.3511305144205108,0.4534648151207409,0.26119782386295154,0.4905984035075044,0.23235548518628935,0.3171662995335154,0.17173977214143743,0.2456001373398573,0.23924897701584436,0.22015012127253264,0.1997748240600541,0.22674571305997404,0.27804236687724804,0.232743592729041,0.1989509961684568,0.22137394185609927,0.22059208938132546,0.21014416587530127,0.21315374069056559,0.20339593275945445,0.22669643913817106,0.20329294749618787,0.2324560263295442,0.23935633235270426,0.23429640264265772,0.23350816445757971,0.3987914543197223,0.20470036003730152,0.21609781760098123,0.22067676513797274,0.18836265036874467,0.21549162225921437,0.24637318743038672,0.44476391883783684,0.23472844528057057,0.23313196956737425,0.16883927880903082,0.21839073353137728,0.17978787813652297,0.2138449862674333,0.2118652704740246,0.18397584418571133,0.18994731802351583,0.21207031561867717,0.18147468670278233,0.1760586997145237,0.16949915357169554,0.207176758779819,0.2030442790138811,0.18919095258621355,0.21864678340472055,0.1934265783872402,0.26268539089055776,0.1828711795292196,0.16974452014523778,0.16996147902395542,0.20524648594617223,0.18738663097427088,0.1692438449545679,0.2948198452692742,0.20207704068797816,0.17579571266954452,0.17389113991166238,0.1983308442779016,0.18731141807912377,0.1695371011321064,0.17432363440100174,0.1694526645863974,0.17215588676043836,0.16937690627205304,0.17014666286700042,0.20793863338929652,0.16863723205346648,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023
"Iran, Islamic Republic of",0.3294813185424512,0.3218545993216446,0.3265981518402472,0.374078750370761,0.43345596462030334,0.42438629693500274,0.24823179527195804,0.4150362645944733,0.2973179165086679,0.44719254705565625,0.41938728636699085,0.37057665451732735,0.3396344821886227,0.3455577626513461,0.20883133422206024,0.2855075070529509,0.2528172116222711,0.31716853476237483,0.2628288651481625,0.45783860604245896,0.25551709307979664,0.3942670660400386,0.2743265298184051,0.3253526565452398,0.28893352526948557,0.2913096474564455,0.3283374586290597,0.35619330834101415,0.3602112937589541,0.28687467646909726,0.17667957017035463,0.28793386156447387,0.3453795418942318,0.22875017002600784,0.32831320595700664,0.3511305144205108,1.0,0.3013873385648207,0.35023197478853485,0.34258069304488215,0.26680020292211903,0.39195154164098234,0.17090398456232614,0.3184034159873328,0.2971939221418256,0.26030207025360863,0.258992016601038,0.29404679728960503,0.2890142262342018,0.294473455244735,0.23059246457004423,0.25314462481808875,0.2281980968610854,0.291483827305262,0.3032244430137532,0.25713426101539827,0.287881907849019,0.22789330019511078,0.28793928023446835,0.3214014761613938,0.28681538636212633,0.2714698651780417,0.3424860326886561,0.2905100570128122,0.24143115459129794,0.2457026766946534,0.2737641849629011,0.29896071569205085,0.3015584902888092,0.3028498591319573,0.28009065978401837,0.2436198938158154,0.19779077870049866,0.2076904170048095,0.20778107118083422,0.26397125254164977,0.22615309505103454,0.2069383941310493,0.2139179712532585,0.24211401134202648,0.18636159271551245,0.19965670685299097,0.16927234036244743,0.2241586089039015,0.21486684362847297,0.1978735172133217,0.21816667292042013,0.20060861325925783,0.42033707864795045,0.19378533707580559,0.17519711314119946,0.17358471885430093,0.2362546026224085,0.18921955966147086,0.1696231757839829,0.20924493366586105,0.26273050283556887,0.18640245062600613,0.1934912440245602,0.2419823319084914,0.18189758535215217,0.2865635280588118,0.1988466459027627,0.17085204527228082,0.17029964603659886,0.1674453888423022,0.17327186870921363,0.19541402624236148,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1682533283930896
Oman,0.2257968515588673,0.23085852720187106,0.23460553835390552,0.4676477100476938,0.22496566566372245,0.3358183909598027,0.20459439068890062,0.2598313293945953,0.23494925609061046,0.25016060245679217,0.22540452823144452,0.23871052631982526,0.2295737871851269,0.25040395474259125,0.18988264164816815,0.23082044749136676,0.20427747286796816,0.2333215620859298,0.21634441942458305,0.27463095577210284,0.19768367132368914,0.4819095660593966,0.22477041687450772,0.23610344543409878,0.21623121810282597,0.3579325103298422,0.42365234062404356,0.480636615899236,0.5308386404707074,0.2098454772854791,0.17343316825454302,0.36731250040466523,0.4781513254587991,0.29339078367464244,0.3441554549581559,0.4534648151207409,0.3013873385648207,1.0,0.23769788990646157,0.49434788572207145,0.213632007963656,0.2678314372847007,0.17164794177193587,0.2274375813907159,0.23527784949646702,0.21954598076700482,0.21207316211260208,0.22728670647872118,0.24313129609288586,0.22511222144235288,0.20597081157972463,0.22272970496521105,0.20831033726228032,0.2027419023466176,0.21468948068211158,0.18975471181304848,0.22067884529789739,0.21943324805135078,0.2210701670431956,0.22339286913444922,0.20965378898557419,0.21710623072470436,0.3844754109962276,0.2040991888862297,0.19537096016377486,0.22996968299545006,0.19979647433852832,0.21108278704948225,0.22500309912056426,0.43393557958934403,0.21478256694969022,0.2307953048749818,0.17352673743596814,0.2036138282578297,0.16962786609727531,0.20300908948766683,0.221245974759409,0.18198554397673072,0.18846698432086717,0.19900051264827512,0.19479928485853681,0.17176221990655505,0.1706493085245765,0.20015916602482486,0.19229156390274238,0.17610494378881025,0.18766132077642472,0.22675587297162336,0.21331844987879256,0.1843654720980049,0.16874298237995122,0.1724030914764002,0.20004888174291913,0.18887987859247968,0.17055912715555743,0.21558874893232716,0.21087907528969585,0.18560462381115583,0.17677366396077787,0.1878800114722602,0.169842099399669,0.1713446232176492,0.1881042958617698,0.1674453888423023,0.1674453888423022,0.17041233249295773,0.17713615526671656,0.21132878061938654,0.1751607301274959,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023
Azerbaijan,0.28701477906943407,0.3098061147690797,0.3082080388407388,0.24972270671617802,0.3438571477393979,0.269392006562751,0.23758419503499728,0.3228422241277775,0.2867378314115755,0.38122074136261097,0.3495535572347891,0.34196402525750447,0.3002468839273381,0.3327277854930045,0.21425104841309972,0.2703143579153745,0.23847063228896348,0.2986826027517524,0.26401370780883715,0.34944958681060223,0.2425028698037649,0.26544759795832973,0.29495062887185575,0.3289700360783754,0.26258133584915466,0.2130903762289177,0.22903174441865204,0.218910832741678,0.23023705522969584,0.2515018584635027,0.17040681067624752,0.25323370767847597,0.22255691078471107,0.20049100467219183,0.28316155066769777,0.26119782386295154,0.35023197478853485,0.23769788990646157,1.0,0.23969049854075497,0.2827672147984255,0.2919712061582215,0.2339865312663182,0.3547852951344149,0.28911235844895156,0.28286666193152743,0.294342232457369,0.28098405530728987,0.2772444265022874,0.2806466065889591,0.3078455828541311,0.28396449850191896,0.33735836585029577,0.29222027873222844,0.29075982711834025,0.2971201832022613,0.2782684627936458,0.3373249039821624,0.29149577772306934,0.2919297682314492,0.3003234879531538,0.26143315240026765,0.2787064434040981,0.297829370468884,0.26166401214550083,0.2696632176720548,0.26133367901646165,0.29589904916520926,0.2970439198934941,0.2183615687544096,0.2791434997261697,0.2810756882339892,0.19985023740655028,0.23863727323255912,0.1931771212567125,0.24253562187795275,0.22609281977073958,0.2989738758000756,0.3003608287695364,0.2750614359553587,0.21701934995656125,0.20723656811464664,0.1674453888423022,0.2387793934270398,0.26495875472575214,0.22847247787633573,0.22784342028459204,0.2444085091800141,0.3328138794888097,0.21970499418580536,0.16917271236501719,0.17518800369775867,0.24658495687310789,0.25181883192347765,0.17528911601341413,0.18642707972290506,0.24822745975908012,0.19200945775985812,0.19739971219191266,0.250464092409013,0.19207792647538535,0.24548614158910365,0.18501159609655793,0.17405545674542988,0.1674453888423022,0.1835861187687261,0.18359918744601,0.18464918937099728,0.1674453888423022,0.1674453888423022,0.17019888114392834,0.17330821901909121,0.1674453888423022
