,United States,Mexico,Dominican Republic,United Arab Emirates,India,Lebanon,Spain,United Kingdom,Luxembourg,Russia,Canada,Germany,South Africa,France,Bolivia,Nigeria,Philippines,Argentina,Switzerland,Central African Republic,Pakistan,Italy,Saudi Arabia,Panama,Kenya,Belgium,Austria,Singapore,Egypt,Iraq,Yemen,Jordan,Congo,Mali,Tunisia,Bahrain,Morocco,Qatar,Oman,Chad,New Zealand,Australia,Burkina Faso,Malta,Ghana,Trinidad and Tobago,Malawi,Venezuela,Colombia,El Salvador,Turkey,Honduras,Ireland,Kyrgyzstan,Poland,Guatemala,Paraguay,Uruguay,Kazakhstan,Cuba,Cameroon,Puerto Rico,Algeria,Holy See (Vatican City State),Liechtenstein,Jamaica,Ecuador,Taiwan,Costa Rica,Cyprus,Belarus,Senegal,Mauritania,Fiji,China,Haiti,Nicaragua,Ivory Coast,Benin,Sierra Leone,Mauritius,Uganda,Saint Kitts and Nevis,Monaco,San Marino,Saint Lucia,Papua New Guinea,Nauru,Madagascar,Tonga,Brunei,Bahamas,Libya,Zambia,Antigua and Barbuda,Guyana,Barbados,Guinea,Vanuatu,Rwanda,Namibia,Comoros,St. Vincent and the Grenadines,Somalia,Samoa,Dominica,"Tanzania, United Republic of",Seychelles,Grenada,Belize,"Virgin Islands, U.S.",Burundi,Gambia,Sudan,Niger,Liberia,Lesotho,Togo,Gabon
Yemen,0.1889917674563113,0.19929301945001898,0.20940801800141395,0.5199550831894244,0.19920947739123063,0.4364857368867505,0.1920473825875294,0.2404837938402573,0.20819912994524403,0.24258663406163627,0.20143220260456285,0.21053975771991562,0.19229263852385536,0.21681543942292691,0.17439777457462957,0.17241913116399243,0.21044914603269638,0.1860114093054589,0.20550867510832527,0.18692287104276295,0.21748134403551778,0.18867379729021017,0.5643148792220734,0.19667918030568943,0.18607903387795366,0.1994005263630012,0.19775616096958015,0.1888447948579658,0.4870713223895359,0.6436129670877855,1.0,0.6179965071572179,0.18499957256227262,0.17795152119538782,0.45017343071735494,0.2814333866377936,0.32608057573893845,0.507971399637593,0.47988429801359633,0.21421643531462808,0.17982720585929035,0.2928136998951141,0.1674453888423023,0.1772006945540725,0.19614888976249656,0.17095397798196865,0.16854458914420378,0.20519763028204385,0.18111418125180057,0.20389010222659498,0.28194886564624055,0.19574125629608696,0.19084228149051907,0.20859956869655782,0.18009552345383906,0.18563223258228778,0.18054703567721708,0.18871249508996946,0.19039802275290774,0.19812555582226377,0.194230920588096,0.19370758945035804,0.41205152016328395,0.18194104270690137,0.185442752257432,0.18143328762730204,0.19335177524211267,0.17984202508637714,0.20564067879519143,0.2335692942963914,0.21565768985966738,0.196763440869554,0.17417646146838517,0.16794965789135619,0.19014520041830463,0.16870806540501537,0.1737755209235735,0.17814644288288262,0.2059635188296951,0.17362474617484214,0.1773013770191456,0.17164138036210064,0.1724590629766507,0.17304619489675754,0.1674453888423023,0.17736337962834625,0.16930289926040742,0.170823559911222,0.1674453888423023,0.1707843700741697,0.17354557029149076,0.1674453888423023,0.28933583445060973,0.1678996711342189,0.1674453888423023,0.16799886770508066,0.16957180765496838,0.16888088651873034,0.1674453888423023,0.17634568061518163,0.1697377161841186,0.1674453888423023,0.17013352128217485,0.19097303373986485,0.1674453888423023,0.1674453888423023,0.1754656376683048,0.17448883123426517,0.1674453888423023,0.1699726628083874,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.2531708966807097,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023
Jordan,0.20406327677399638,0.21064497696901197,0.22460130675750467,0.5153508695483311,0.21825955309917933,0.4259388397282422,0.19992166113189047,0.2580254133619294,0.2181404084513786,0.26906767168452517,0.21904058745187405,0.22770482823171878,0.217374271327481,0.2352293996437015,0.17558018274025222,0.17363524098594063,0.23281499280166484,0.19284902765639822,0.22079246101338734,0.2020546301197288,0.237700542739135,0.2015710077351005,0.5576021294942184,0.2015912092310963,0.19488952483473854,0.21241743278077685,0.2143745111999944,0.20717321245952347,0.4344553431252507,0.5940117986519051,0.6179965071572179,1.0,0.19741259715647763,0.17497573210664075,0.43881099725555694,0.27844939184160766,0.3611823107109787,0.5107851038455342,0.5304556260403828,0.22564307858681032,0.1886935553441762,0.2942586146489954,0.16842789815760917,0.19490115218489534,0.21172999848572305,0.17197092673249226,0.17072730693470162,0.2147682848044703,0.19428109643977198,0.21646494153175622,0.28630615224299527,0.19569597812687944,0.20639108251453286,0.21944252145629073,0.19424789695911582,0.18628346352154335,0.180574018180769,0.1964867607616042,0.203867019665806,0.20398720831955652,0.2092307291902693,0.2053115629624851,0.42255275487728194,0.18924879276203876,0.1990789461781748,0.19367474153730635,0.20144983670311445,0.18263041801932545,0.2172291321211478,0.2337221150337142,0.2275238854234155,0.20589826003476275,0.1803295669099212,0.16933951668000402,0.19427675080498397,0.1674453888423023,0.18475711975668518,0.175543302582014,0.20976165854719997,0.1700628268661718,0.1814908117123042,0.18013948724725282,0.17966456116023044,0.17954425659439122,0.16821075064313895,0.18978605836307427,0.17130003169889518,0.17744507587604097,0.16834375514534305,0.17739230917435955,0.17038840845185232,0.16820641871001452,0.23378238175321153,0.17855280136275054,0.1674453888423023,0.1681417669473937,0.17346394828014888,0.17077245695478926,0.17025748440159416,0.17023440785377153,0.17914180253094025,0.17153810493284627,0.1686713498843584,0.19626585255959295,0.18024843857588735,0.1674453888423023,0.17898483679660504,0.17792284986361906,0.1674453888423023,0.1674453888423023,0.1674453888423022,0.1674453888423023,0.1674453888423023,0.24775640950355582,0.16847119767651397,0.16834375514534305,0.1674453888423022,0.1674453888423023,0.1674453888423023
Congo,0.3308014038446422,0.3244688099849724,0.33145113367381096,0.2016029014409526,0.29751277812074606,0.2372299252464638,0.25269782209452996,0.3312001663613351,0.357897129271898,0.3156910672337594,0.3415442603670752,0.3210218572606689,0.3400460446120671,0.384031395871964,0.20402390032386586,0.181938419731401,0.34731955400021686,0.24340701396556574,0.35639074261969284,0.3857752878189925,0.30636915384609964,0.2658890665760756,0.212517300075601,0.29160012887667075,0.2881209504683857,0.35382910151244373,0.2793759368077622,0.30727493816980356,0.18706086379039655,0.1833962956909433,0.18499957256227262,0.19741259715647763,1.0,0.17758371613017776,0.19947157642272173,0.1703194703715396,0.3111176513913191,0.20450005730586873,0.2098454772854791,0.392195435612143,0.26691637154131165,0.2985569303631723,0.17549724816075485,0.2628115640282609,0.26797036905116955,0.18382105162241658,0.17546734853494506,0.30073446302663687,0.29305460803987793,0.29374709235305796,0.21312939750767446,0.3085134451698318,0.31216745115197087,0.1794206859399854,0.31838941640199436,0.28588909576948696,0.27498621649178356,0.3157829843075376,0.20949060975750422,0.30042231918310114,0.38850524130432895,0.2949339847579536,0.25670861832424097,0.3313631138512131,0.26418927632898614,0.26928034206550966,0.2660609250082574,0.31729546327649416,0.3081227537694935,0.20892059484488312,0.2069664888208248,0.2356496117551311,0.20762820072272503,0.21699256093299368,0.23335391349149404,0.20821822842261917,0.25398522474614094,0.2505843319212825,0.2264169245964368,0.1970336476693194,0.29079796059107077,0.2363466504725693,0.1926785586865829,0.22988981344928683,0.1674453888423022,0.2789519617118804,0.20563369333781945,0.20510546329488077,0.18294361663536707,0.27573312488043644,0.20484658903885333,0.203272117607057,0.18528209454213196,0.20923259187057275,0.17731329000854135,0.1797612576177091,0.21278134703142082,0.25147622917415413,0.19480714719325154,0.2192448368017622,0.20859364843798167,0.17193152069213025,0.21183776618149042,0.22038599935231296,0.22785794118561176,0.17174864000988188,0.20203576174750737,0.17875796855780868,0.20740653796345776,0.18718994826232216,0.16994232266058018,0.1674453888423023,0.1674453888423023,0.1674453888423022,0.1760743661646308,0.19428372153029028,0.1674453888423022,0.1674453888423023,0.1674453888423023
Mali,0.1885143268359234,0.22706877407889714,0.2112263105817639,0.17235818955898907,0.19568598144255933,0.18330437448143377,0.1858311206896729,0.19285297825965986,0.2085796155578883,0.20528221999167218,0.1896092631065096,0.20326282073331936,0.18860506827874257,0.21545997128745764,0.18458670209001815,0.17014318268527484,0.19292486026916922,0.19405635784365272,0.2107025234610116,0.18422950184160247,0.2004889151701682,0.1846694697655873,0.17743590159659528,0.22899677702845167,0.18130097456504246,0.21312406230915337,0.20430877878291742,0.19241696528476626,0.17761707524391623,0.17640557017712,0.17795152119538782,0.17497573210664075,0.17758371613017776,1.0,0.18928549208962342,0.16936547802128754,0.21959388851399386,0.1898684876131278,0.17343316825454302,0.1887438503352904,0.19197896033521478,0.1912196051452233,0.1674453888423022,0.17206772046263208,0.1861386604122084,0.1674453888423022,0.2548863147580709,0.21705576386182113,0.21839286605218622,0.2121215348483163,0.16979931592343744,0.23238458013191277,0.17495000805045657,0.17096840829774862,0.1915246531912883,0.22605622199625275,0.22316604395158968,0.20250162145958228,0.17961822946145534,0.22764642172291694,0.17659837766939568,0.2123855912878302,0.19052942916007043,0.1780214963268607,0.1868914175855234,0.17289921061976687,0.23506171535993925,0.19119702796086835,0.2192743118907451,0.16841833904482706,0.1804804955163929,0.2603566878926564,0.1737832131723238,0.1848441338312693,0.1797616245058794,0.1674453888423022,0.2059035826477782,0.1674453888423022,0.24572304132027223,0.17486575704651308,0.1674453888423022,0.23957372134962773,0.23007355696302378,0.20212883400472936,0.17638194684760033,0.19015337504822483,0.17876985508835785,0.17493654906456668,0.21930068423696736,0.1674453888423022,0.174796682473771,0.1674453888423022,0.1788318355435885,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.1938897802057502,0.17392723681579314,0.18360790345016365,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.17283269029449488,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.21172729006487467,0.1674453888423022
Tunisia,0.20120351705614858,0.23930809315686086,0.24096805435970703,0.4093065255153615,0.21636184370190337,0.342603405300306,0.20729241472744908,0.24675813911006417,0.24502333406840016,0.28039373306532,0.22192666927283222,0.24055947916210907,0.21039192307324017,0.2639104781090016,0.19719948914031604,0.1743714810268978,0.23650334886906454,0.20912447436334547,0.2406194394234077,0.19475852788626435,0.23768222387701832,0.21781887372922693,0.43768339189614125,0.22723093927460258,0.19635445567596543,0.25021842740190825,0.23191676857426868,0.20707801554483485,0.4028394837794098,0.44343360162946066,0.45017343071735494,0.43881099725555694,0.19947157642272173,0.18928549208962342,1.0,0.26946799132441646,0.32708860388974204,0.4232004684859625,0.36731250040466523,0.23438249166188896,0.1877791931931605,0.2551210009010251,0.1700268473136689,0.19441451439254465,0.20851463293085126,0.17856020502422998,0.18313676182753247,0.23875655261211048,0.22447865620190388,0.23056650035169646,0.26593540863529386,0.23304502978534236,0.1959073855766762,0.1912993786885231,0.2084935462449865,0.2181572788977716,0.21599581984449012,0.21371036501636131,0.21850582141696084,0.22018652075911405,0.22035952012560422,0.22031635590830378,0.465284728833117,0.20471373570971407,0.2155616899383883,0.18102879637665303,0.23651271300953813,0.20208733207638852,0.2477909833428671,0.22801496616862804,0.2532422703805759,0.25226966092483405,0.20653190322009696,0.18188946283059315,0.20923175743250666,0.16944800745190536,0.2190675635008965,0.21968501486097092,0.22982990093089584,0.17301855128146904,0.18371820642951808,0.2044092645911595,0.1967753550020802,0.190281918315084,0.16933960498489387,0.1842810214918129,0.1674453888423023,0.17024498907293362,0.18861559460944533,0.1779494350236248,0.1691416603287128,0.17310010741158943,0.41608168642909615,0.171975966538359,0.1674453888423023,0.16912422052673015,0.17221423849285444,0.17219352259524368,0.17038058032114556,0.17017635214035853,0.16958992091324698,0.17174000559136637,0.1819348024027766,0.19525237592781097,0.17901480588999996,0.1674453888423023,0.18422687016965833,0.169263572422505,0.1711337667452555,0.16944800745190536,0.17156694302750786,0.17016473981585134,0.1674453888423023,0.2035554463774888,0.17016473981585123,0.16975947384760282,0.1674453888423022,0.1674453888423023,0.1674453888423023
Bahrain,0.17612426917950386,0.1826510811805424,0.18418434841878428,0.3411085309638172,0.1800004385477565,0.23516536726262793,0.1799213500316048,0.19754123797581635,0.1849160058065632,0.1943629334899315,0.18302096014279579,0.18530218386573194,0.17793969723000858,0.18858661667494414,0.1702096227329809,0.16949485961649724,0.18259813310942274,0.17724794570622415,0.183680658647284,0.17147257298429042,0.1869649574161809,0.17739822582111953,0.4495985387853937,0.18104830419851414,0.17276550902850363,0.18159855111307854,0.1828127772671051,0.1743859860960777,0.2774848201146606,0.2957837180888193,0.2814333866377936,0.27844939184160766,0.1703194703715396,0.16936547802128754,0.26946799132441646,1.0,0.23261910836948552,0.3290238622323469,0.29339078367464244,0.18128078848797025,0.168624242624412,0.20582258389422758,0.1674453888423023,0.16889883741899991,0.18083600143950196,0.16796539755335538,0.16942076826423125,0.1860469897834085,0.1741266911809467,0.18262202678198036,0.20229909865106466,0.1796375691941785,0.17518219266926782,0.18205648478971004,0.1717659114748138,0.17526540594783024,0.17285212434082164,0.17477838558190628,0.18030222357472692,0.18190377152056547,0.1745442328675053,0.17845236463701186,0.24299853548231953,0.17227649522069932,0.17571975643016846,0.17104744172079944,0.17928678011378363,0.17177325794304987,0.18065626336263885,0.18582253388790204,0.1839394475883166,0.18037934881745332,0.1703942203655744,0.16770057916792613,0.17693669752293406,0.16799804769878235,0.17138825515438028,0.1680661988211819,0.17635139802777466,0.16772440453091064,0.17052267968660229,0.16891736804672985,0.16900628762141434,0.16864931810697636,0.1674453888423023,0.16846082658516126,0.16809809460637837,0.1681284072963607,0.1674453888423023,0.16772256579613165,0.16888293542916988,0.1674453888423023,0.1946445268979683,0.17103626603899535,0.1674453888423023,0.16827451483702616,0.1677120861071687,0.1679113818939133,0.168149898227562,0.16772167239769398,0.1683508174719741,0.16835894053747658,0.1674453888423023,0.1751541754122138,0.16898095104060162,0.1674453888423023,0.1694833372504233,0.1674453888423023,0.1674453888423023,0.16775484060996326,0.1674453888423023,0.16782696103603212,0.16781315850011536,0.1723736585945178,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023
Morocco,0.28568542547600584,0.3583506360723133,0.3518510210182485,0.3304638140231426,0.31179115362732135,0.3315353830701707,0.2761669507235801,0.35369340127077975,0.3397702377806956,0.35728248645452565,0.31407947655377955,0.330901680616968,0.3280753061491971,0.3999091357091402,0.234378339185643,0.1859095752446508,0.36138030557047285,0.27468488429840654,0.3470135689707886,0.3158340589813329,0.32066192598858356,0.2696911974913635,0.3583490817269145,0.3310766279876455,0.2802483083857161,0.4011145226189048,0.299358878181181,0.3211555465520335,0.3013392923289284,0.33221438065100073,0.32608057573893845,0.3611823107109787,0.3111176513913191,0.21959388851399386,0.32708860388974204,0.23261910836948552,1.0,0.33709654363236163,0.3441554549581559,0.307419277624998,0.24856519160027668,0.3207201718919733,0.17865872034870256,0.2640609539231299,0.27330101865050616,0.21039477650486182,0.23054674273748466,0.3440345132577468,0.33610161802490846,0.318277257598515,0.25622517013270474,0.3341666671504734,0.30056497609732913,0.18883490136034453,0.27265331222061295,0.34202501526393136,0.2646714652964215,0.3147385536018128,0.2324600036209289,0.31995688245991505,0.31821605405871445,0.3153885928079354,0.390487813411588,0.2885073564970444,0.2654032949508357,0.2483080167557976,0.32646109312582106,0.26102135893047085,0.3129973080423495,0.2318592113030975,0.2359043619383474,0.2890408596079985,0.20865553078135202,0.20762028371696428,0.25530926317322866,0.20377375733007685,0.28720848200450344,0.2041309451485216,0.27094372889237317,0.18875734454740822,0.2652990425056371,0.27036045590011726,0.23843643674861814,0.20843397032800404,0.17618568035959659,0.21963669493431603,0.19726335612938095,0.20038958015336583,0.20965648180466678,0.21454675049260608,0.2123651085814131,0.19570475403374055,0.20317538434907034,0.2052183670828297,0.1723424485357491,0.1721936558597731,0.19846531243485355,0.2007360381634673,0.19292913231797004,0.19286616499302478,0.18743905387674187,0.18492378996427294,0.2107306725986834,0.22064399038187443,0.19559311137202584,0.1674453888423023,0.20846409780916475,0.17304487738382024,0.18022740282627803,0.16897259277168597,0.17058152586159947,0.17104820487830108,0.1747471926063936,0.1821739391274747,0.17104820487830108,0.17928545095900872,0.1674453888423022,0.17421088612295366,0.1674453888423022
Qatar,0.2668518371291533,0.24654079564598852,0.25442515385662834,0.5300735027437846,0.25828330709383973,0.4043781454499029,0.21628361845592747,0.3039302935154299,0.252410048165302,0.2960482614117006,0.2767175796781971,0.256537841851759,0.25560663952322205,0.2660068703390731,0.18864702124031085,0.17950236853323243,0.27294003851481063,0.20896925594859672,0.25752520776410603,0.2238349908640006,0.28126596216070066,0.2126979703988937,0.5462329980430706,0.22611800308271945,0.23209309914906096,0.23764487872370121,0.23198049862002845,0.2554762083969938,0.3987143763730556,0.45881260277438385,0.507971399637593,0.5107851038455342,0.20450005730586873,0.1898684876131278,0.4232004684859625,0.3290238622323469,0.33709654363236163,1.0,0.45348623212136085,0.23245100185423007,0.22188165021526884,0.31713336051364793,0.17174833978713577,0.20224861206070666,0.229567019239849,0.17299833462033531,0.1714882617022946,0.23933378982169295,0.220230225914124,0.2268248886286488,0.27772752389189437,0.23281136377081113,0.2515140138393017,0.2206823467258039,0.21020802278090867,0.21321861911301376,0.20345475337100982,0.2267796636836934,0.20335134575809521,0.2394493806343545,0.23439805328445007,0.2335925923156763,0.3985844527190705,0.20476151884187488,0.21617252246457574,0.19619169063730613,0.22075029907964727,0.22414263726953387,0.2464783477956467,0.23481435477875545,0.2332349656623568,0.21847200622965113,0.179811666360302,0.1799138975699639,0.2121190950638039,0.16824719905770713,0.20724006039774368,0.18923315966446852,0.2187256013082195,0.18160288305657757,0.19347165676998734,0.1925108165599425,0.1951361673285107,0.18289996037677325,0.1697491789181167,0.18830253467126823,0.1700119447781241,0.18260965196137435,0.16924761532054855,0.17632780509629742,0.1688533082981616,0.17575464957358333,0.29505689998081885,0.18635717505279614,0.1674453888423023,0.16954124269426574,0.16811353183359723,0.18734825962210333,0.18210360035387751,0.16954124269426574,0.17433725435247738,0.17042088500691788,0.18851286029882308,0.20444350415479517,0.17678217100372762,0.17733332855705408,0.17681143850740344,0.1741553309649232,0.1683000274676606,0.1674453888423023,0.16836924763550665,0.17053456941384115,0.16941660017263627,0.20801897242185974,0.17511401024428785,0.17124675885748386,0.1674453888423023,0.1674453888423023,0.1674453888423023
Oman,0.22577576145189293,0.23081329249931581,0.23461997569148807,0.4672932382569176,0.2249743761127304,0.33599281647603263,0.20457024716571048,0.2598742826106727,0.23494925609061046,0.25016060245679217,0.23871930348962656,0.2295737871851269,0.21910884055744406,0.2504255184718508,0.18988264164816815,0.17313267390048204,0.23011105411790633,0.20417649340571076,0.2333215620859298,0.21634441942458305,0.24735025379614273,0.1976937911269372,0.48017932620801307,0.22477041687450772,0.19421145480117363,0.23614364179115643,0.21623121810282597,0.220768038811056,0.3574869353352047,0.4238550428060833,0.47988429801359633,0.5304556260403828,0.2098454772854791,0.17343316825454302,0.36731250040466523,0.29339078367464244,0.3441554549581559,0.45348623212136085,1.0,0.213632007963656,0.19480323774077402,0.2676129934062006,0.17164794177193587,0.1973059443537003,0.2170688117704257,0.17795712351396742,0.16859950634580234,0.23511841775521936,0.2195867319756466,0.22728670647872118,0.2426521195682637,0.22511222144235288,0.2294535493857761,0.20831033726228032,0.2027419023466176,0.21468948068211158,0.18975471181304848,0.22067884529789739,0.21943324805135078,0.22339286913444922,0.20965378898557419,0.21710623072470436,0.38421420518369953,0.2040991888862297,0.19537096016377486,0.20936573611268017,0.22996968299545006,0.20415404940421256,0.22500309912056426,0.21478256694969022,0.2307953048749818,0.2036138282578297,0.16962786609727531,0.1850341803328488,0.19900051264827512,0.17704310259081146,0.20015916602482486,0.17610494378881025,0.18766132077642472,0.1674453888423023,0.22675587297162336,0.1834859564937299,0.18895762956071915,0.1843654720980049,0.16874298237995122,0.1882517736045134,0.17776515346618194,0.1722018551613691,0.17055912715555743,0.17886845543982788,0.18086276797599998,0.18078498748276906,0.21558874893232716,0.17114503609563536,0.1674453888423023,0.17288989374599817,0.17188327397651115,0.169842099399669,0.1674453888423022,0.1713446232176492,0.1881042958617698,0.1674453888423023,0.17765453767305006,0.18741451983398172,0.17011426600277746,0.1674453888423023,0.17456444802241022,0.1771040311969696,0.17776515346618194,0.1674453888423023,0.1674453888423022,0.1706493085245765,0.1704810919375075,0.21132878061938654,0.17189979058106164,0.17428863494962332,0.1674453888423022,0.1674453888423023,0.1674453888423023
Chad,0.28188268435621233,0.28706520210843,0.321193300543686,0.22364969273864022,0.291131595739234,0.2485352180670538,0.24990641335173502,0.29522572155523974,0.324276794287808,0.3216059012686302,0.30453506293113364,0.30768612034190057,0.322708391944887,0.3499879486068378,0.2040777700371118,0.17840765246764134,0.32378405074137084,0.234073959788767,0.3318526184338939,0.34059978933626656,0.2948265098655779,0.260866377066991,0.23963527293589593,0.28962032506314905,0.26737710431552264,0.3331017301050937,0.2591972364075883,0.295746637074525,0.20707336091071593,0.2121786716073355,0.21421643531462808,0.22564307858681032,0.392195435612143,0.1887438503352904,0.23438249166188896,0.18128078848797025,0.307419277624998,0.23245100185423007,0.213632007963656,1.0,0.22544507140510084,0.27035726086257417,0.18964591646352347,0.26103332023182513,0.2787130163543381,0.2018710549488305,0.18752914428332546,0.28064482963753146,0.2860544045597858,0.3020719070533442,0.2418997888366402,0.29315051625139377,0.292313398165032,0.25702355216262696,0.31446147370549193,0.27836787351690717,0.26119336643024615,0.2887153101619415,0.23597665874293328,0.28570437316580144,0.3531945769108945,0.2955671849853606,0.2876033050670038,0.29851045120286357,0.2801507583158095,0.22183752398202683,0.25431019528521215,0.2589556336838692,0.2736932480611166,0.22603618845710172,0.24122778296521274,0.26116186537190345,0.19601885218970005,0.19734999123321872,0.23616588215996837,0.188988046917258,0.24924906664537683,0.2526095293767091,0.2446783413972371,0.1873170995755592,0.24450638073449682,0.2465229215184428,0.20800262823618765,0.20676561689229633,0.1674453888423023,0.2458666736035272,0.19127876920482123,0.18323034198354948,0.18101923603475623,0.22903992837250486,0.2078164451425788,0.19194388686598363,0.19771690034836054,0.18845367322668372,0.16930597057127672,0.18556305920086125,0.2155356473272676,0.2527521898162921,0.17409925509960678,0.1762711786941349,0.18043312973273007,0.17448259475544203,0.20537699668803744,0.24297323149549732,0.2114149841292915,0.19935952453314842,0.18617036666864528,0.18583281067607793,0.1674453888423023,0.1674453888423023,0.1703346028809024,0.18413042997148243,0.18964591646352347,0.17028619405647205,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023
New Zealand,0.3574014846596836,0.31008274929293833,0.2932881607653869,0.20233105886622593,0.3578666485079566,0.24125479437671993,0.22784828532934864,0.38734115829165583,0.2937559520292137,0.3286926318083395,0.38925536320191945,0.2973993163874947,0.3634557490961625,0.31479839568329604,0.19912609180797536,0.18928691321455415,0.36499368537069143,0.2315920041204187,0.3089563536964698,0.2412188824860615,0.3528879374422845,0.23551690277426862,0.20811653759013404,0.27088199124920853,0.39491050373891656,0.3283673289967358,0.26706570520891626,0.3367011493344225,0.1782070326808124,0.17176890470391137,0.17982720585929035,0.1886935553441762,0.26691637154131165,0.19197896033521478,0.1877791931931605,0.168624242624412,0.24856519160027668,0.22188165021526884,0.19480323774077402,0.22544507140510084,1.0,0.3391435795356208,0.18882888554801336,0.2954619071104311,0.35331906556819537,0.21336842684700608,0.20282312518895163,0.2689895892313262,0.25668090667016386,0.27978598023309986,0.21456377519641145,0.31387430603049893,0.356008731872398,0.1876930355015034,0.2784723889574936,0.25268849156575046,0.2657357842927045,0.257179556513374,0.22300420951086608,0.26870586668521246,0.2611893645078718,0.25094029838416054,0.20453924817873226,0.24476247463300993,0.2283188668874414,0.3042124855031947,0.2615312795875818,0.3038141982572772,0.2789265495136565,0.251062054012655,0.22578890452089062,0.21841823775093283,0.21505012787768585,0.2150519173959451,0.2370696168640728,0.19617909030108294,0.25814059322057104,0.2342704622738544,0.2437388095799281,0.23792538470615887,0.2735810376338699,0.27769787944229596,0.24214461962502265,0.20735852090170448,0.17589372470548859,0.28461579532815495,0.1776505040584475,0.28791803912131486,0.17285257746605842,0.20619202577359097,0.21568406102434656,0.20108813152319838,0.18089803469090227,0.2430377797418044,0.20086069543444962,0.1803903656143302,0.1950283365573101,0.21078256835341036,0.26503787558257874,0.22480234831254398,0.24631936045789637,0.1837758083452462,0.259694811745663,0.20515952105149704,0.21915114860326568,0.17067060608498308,0.21218410771933094,0.21587590963568337,0.16913753682543298,0.1849866824288965,0.16929766211576613,0.1674453888423022,0.1674453888423023,0.1674453888423022,0.17937723725406907,0.1804681250627932,0.18009434359998333,0.1674453888423022,0.1674453888423022
Australia,0.46434180073852216,0.39707729316702334,0.38562765859537085,0.2964652228813167,0.43903580321745594,0.5289960660146392,0.28765687657273264,0.5131553442164183,0.36680957661284097,0.40374802305537105,0.4831125739598392,0.3946359686343104,0.43306538923851345,0.42906400623139673,0.21906386657182708,0.2019370143678072,0.44239362449251896,0.2820588147982439,0.41072513621832574,0.26998776517945855,0.432887634994224,0.29166950601330255,0.346230798444101,0.31249889312842183,0.33750725160572526,0.38329792173398447,0.3398480262016047,0.4012792294952442,0.2510575186308155,0.2778853040724927,0.2928136998951141,0.2942586146489954,0.2985569303631723,0.1912196051452233,0.2551210009010251,0.20582258389422758,0.3207201718919733,0.31713336051364793,0.2676129934062006,0.27035726086257417,0.3391435795356208,1.0,0.17208424132988165,0.2692877052953504,0.3437677616410927,0.18987419065121725,0.2007507556860776,0.34712073528186504,0.3157057423562275,0.3119714963868274,0.25909900863771695,0.34934891118082567,0.4109258722759973,0.21159387003134766,0.30141640488815646,0.30311227170814226,0.25687050386734345,0.31599990185508253,0.24408751964634445,0.3349375344343798,0.3024790762052205,0.3288660167509482,0.28039277140465024,0.25850051367334237,0.27445139701475696,0.2914945878162877,0.3005984489679442,0.3319188148646175,0.31220473258489656,0.24818870246829827,0.22401648183948142,0.2403983125149911,0.18957541845812143,0.21755330948303786,0.26886083391260673,0.18416671182005895,0.2861978542905461,0.1915099067086211,0.24293174556095365,0.20939231706748596,0.23424536860553935,0.25282058035212673,0.23439230611440065,0.2021520036403578,0.17719080433021916,0.27246045408631914,0.18877381917144054,0.2147739357586127,0.18197804933863426,0.2142168604043001,0.20103667964864214,0.19629147917970313,0.18133318266512521,0.22064537875095758,0.18919416997884064,0.18167031370015208,0.1963015569983434,0.1999621878148814,0.1915761551619155,0.20576408976381022,0.21732467211484052,0.1788813243760029,0.22296230922480043,0.2176629011539709,0.18650153957353666,0.17706213189629294,0.21037074068221873,0.19636659696376613,0.17877240001480255,0.18205879928378432,0.16887804214141944,0.16827046652292654,0.1682402771737388,0.17970725446570002,0.17236931520941678,0.17978979008721085,0.17196975164282635,0.17229103214818842,0.1674453888423023
